hash	citation	verified	new_hash	author	title	URL	DOI	year	reference_count	is_referenced_by_count
('Rose, Irwin A., (Ernie), (16 July 1926–1 June 2015), Researcher, Department of Physiology and Biophysics, University of California, Irvine, 1997, then Distinguished Professor Emeritus', 2007.0)	D. V. Kalashnikov and S. Mehrotra. A probabilistic model for entity disambiguation using relations. Computer Science Department Technical Report TRRESCUE-04-12, University of California, Irvine. June 2004.	1	('A probabilistic model for entity disambiguation using relations', 2004)	D V Kalashnikov and S Mehrotra	A probabilistic model for entity disambiguation using relations	http://dx.doi.org/10.1093/ww/9780199540884.013.u244936	10.1093/ww/9780199540884.013.u244936	2004		
('IDEM: a Web application of case-based reasoning in histopathology', 1998.0)	Jaulent MC, Le Bozec, Cao Y, Zapletal E, Degoulet P: A property concept frame representation for flexible image content retrieval in histopathology databases. Proceedings of the Annual Symposium of the American Society for Medical Informatics (AMIA), Los Angeles, CA , USA. 2000, 20 (Suppl): 379-383.	1	('A property concept frame representation for flexible image content retrieval in histopathology databases', 2000)	Christel Le Bozec and Marie-Christine Jaulent and Eric Zapletal and Y Cao and Patrice Degoulet	A property concept frame representation for flexible image content retrieval in histopathology databases	http://dx.doi.org/10.1016/s0010-4825(98)00028-6	10.1016/s0010-4825(98)00028-6	2000		
('Eigenvalues of nonnegative symmetric matrices', 1974.0)	Fiedler, M.: A property of eigenvectors of nonnegative symmetric matrices and its applications to graph theory. Czech. Math. J. 25(100), 619â€“633 (1975)	1	('A property of eigenvectors of nonnegative symmetric matrices and its applications to graph theory', 1975)	Miroslav Fiedler	A property of eigenvectors of nonnegative symmetric matrices and its applications to graph theory	http://dx.doi.org/10.1016/0024-3795(74)90031-7	10.1016/0024-3795(74)90031-7	1975		
('S. Bougleux, L. Brun, V. Carletti, P. Foggia, B. GaÃ¼zere, M. Vento, A quadratic assignment formulation of the graph edit distance, 2015. arXiv:1512.07494.', 'CITATION ONLY')	S. Bougleux, L. Brun, V. Carletti, P. Foggia, B. GaÃ¼zere, M. Vento, A quadratic assignment formulation of the graph edit distance, 2015. arXiv:1512.07494.	1	('A quadratic assignment formulation of the graph edit distance', 2015)	Sébastien Bougleux and Luc Brun and Vincenzo Carletti and Pasquale Foggia and Benoit Gaüzère and Mario Vento	A quadratic assignment formulation of the graph edit distance	http://dx.doi.org/10.1016/j.patrec.2016.10.001	10.1016/j.patrec.2016.10.001	2015		
('Review: Mehler, Sharoff and Santini (eds, 2011)\xa0Genres on the Web:\xa0Computational Models and Empirical Studies. New York: Springer', 2012.0)	Mehler, A.: "A quantitative graph model of social ontologies by example of wikipedia", in Mehler, A., Sharoff, S., Rehm, G., Santini, M. (Eds.): "Genres on the web: computational models and empirical studies" (Springer, 2010)	1	('A quantitative graph model of social ontologies by example of wikipedia', 2010)	A Mehler	A quantitative graph model of social ontologies by example of wikipedia	http://dx.doi.org/10.3366/corp.2012.0020	10.3366/corp.2012.0020	2010		
('Random walks, spectral radii, and Ramanujan graphs', 2004.0)	Meila, M., Shi, J.: A random walks view of spectral segmentation. In: Proceedings of AISTATS (2001)	1	('A random walks view of spectral segmentation', 2001)	M Meila and J Shi	A random walks view of spectral segmentation	http://dx.doi.org/10.1515/9783110198089.2.487	10.1515/9783110198089.2.487	2001		
('Prediction of chaotic time series using hidden Markov models', 1998.0)	Stamp, M.: A revealing introduction to hidden Markov models. http://www.cs.sjsu.edu/~stamp/RUA/HMM.pdf (2011)	1	('A revealing introduction to hidden Markov models', 2011)	M Stamp	A revealing introduction to hidden Markov models	http://dx.doi.org/10.1049/cp:19980438	10.1049/cp:19980438	2011		
('A Short Survey on Data Clustering Algorithms', 2015.0)	D. Buttler, A short survey of document structure similarity algorithms, in: International Conference on Internet Computing, 2004, pp. 3–9.	1	('A short survey of document structure similarity algorithms', 2004)	D Buttler	A short survey of document structure similarity algorithms	http://dx.doi.org/10.1109/iscmi.2015.10	10.1109/iscmi.2015.10	2004		
('M. A. Eshera and K. S. Fu, A similarity measure between attributed relational graphs for image analysis, in Proc. 7th Int. Conf. Pattern Recognition, 1984, pp. 75â€“77.', 'CITATION ONLY')	M. A. Eshera and K. S. Fu, A similarity measure between attributed relational graphs for image analysis, in Proc. 7th Int. Conf. Pattern Recognition, 1984, pp. 75â€“77.	1	('A similarity measure between attributed relational graphs for image analysis', 1984)	M A Eshera and K S Fu	A similarity measure between attributed relational graphs for image analysis	http://dx.doi.org/10.1109/tsmc.1983.6313167	10.1109/tsmc.1983.6313167	1984		
('Color-based image retrieval using vector quantization and multivariate graph matching', 2005.0)	C. Theoharatos, N. Laskaris, G. Economou, S. Fotopoulos, A similarity measure for color image retrieval and indexing based on the multivariate two sample problem, in: Proceedings of EUSIPCO, Vienna, Austria, 2004, pp. 2307–2310.	1	('A similarity measure for color image retrieval and indexing based on the multivariate two sample problem', 2004)	C. Theoharatos and G. Economou and S. Fotopoulos and N.A. Laskaris	A similarity measure for color image retrieval and indexing based on the multivariate two sample problem	http://dx.doi.org/10.1109/icip.2005.1529806	10.1109/icip.2005.1529806	2004		
('Ameneh Farhadian. A simple explanation for the reconstruction of graphs. arXiv preprint arXiv:1704.01454, 2017.', 'CITATION ONLY')	Ameneh Farhadian. A simple explanation for the reconstruction of graphs. arXiv preprint arXiv:1704.01454, 2017.	1	('A simple explanation for the reconstruction of graph', 2017)	Ameneh Farhadian	A simple explanation for the reconstruction of graph	http://dx.doi.org/10.1063/pt.5.028530	10.1063/pt.5.028530	2017		
('Testing Statistical Significance of Geographic Variation Patterns', 1979.0)	Sokal RR,  Michener CD. A statistical method for evaluating systematic relationships, Univ. Kans. Sci. Bull. , 1958, vol. 28 (pg. 1409-1438)	1	('A statistical method for evaluating systematic relationships', 1958)	R. R. Sokal and C. D. Michener	A statistical method for evaluating systematic relationships	http://dx.doi.org/10.1093/sysbio/28.2.227a	10.1093/sysbio/28.2.227a	1958		
('Integrated Transport Systems: Public-Private Interfaces', 2005.0)	Thom, S. (2005). A Strategy for Collapsing OS Integrated Transport Networkâ„¢ dual carriageways, 8th ICA WORKSHOP on Generalisation and Multiple Representation, A CoruÃ±a, July 7-8, 2005	1	('A Strategy for Collapsing OS Integrated Transport Networkâ„¢ dual carriageways', 2005)	S Thom	A Strategy for Collapsing OS Integrated Transport Networkâ„¢ dual carriageways	http://dx.doi.org/10.1108/9780080456041-009	10.1108/9780080456041-009	2005		
('Deep Graph Kernels', 2015.0)	P. Yanardag and S. Vishwanathan, â€œA structural smoothing framework for robust graph comparison,â€\x9d in Advances in Neural Information Processing Systems (NIPS), 2015, pp. 2134â€“2142.	1	('A structural smoothing framework for robust graph comparison', 2015)	Pinar Yanardag and S.V.N. Vishwanathan	A structural smoothing framework for robust graph comparison	http://dx.doi.org/10.1145/2783258.2783417	10.1145/2783258.2783417	2015		
('Zhang, M., Meng, L. & Qian, H. (2007). A structure-oriented matching approach for the integration of different road networks, CD-Proc. of the XXIII International Cartographic Conference (ICC), Incremental Updating and Versioning of Spatial Data, Moscow, Russia, August 4-10, 2007', 'CITATION ONLY')	Zhang, M., Meng, L. & Qian, H. (2007). A structure-oriented matching approach for the integration of different road networks, CD-Proc. of the XXIII International Cartographic Conference (ICC), Incremental Updating and Versioning of Spatial Data, Moscow, Russia, August 4-10, 2007	1	('A structure-oriented matching approach for the integration of different road networks', 2007)	M Zhang and L Meng and H Qian	A structure-oriented matching approach for the integration of different road networks	http://dx.doi.org/10.1117/12.761373	10.1117/12.761373	2007		
('The International Joint Conference on Artificial Intelligence (IJCAI)', 1972.0)	Kohavi, R. A study of cross-validation and bootstrap for accuracy estimation and model selection. Proceedings of the 14th International Joint Conference on Artificial Intelligence (IJCAI 1995), MontrÃ©al, Canada, 1995; Morgan Kaufmann:â€‰ San Francisco, CA, pp 1137âˆ’1145.	1	('A study of cross-validation and bootstrap for accuracy estimation and model selection', 1995)	R Kohavi	A study of cross-validation and bootstrap for accuracy estimation and model selectio	http://dx.doi.org/10.1016/0004-3702(72)90052-5	10.1016/0004-3702(72)90052-5	1995		
('M. Furst, J. Hopcroft, E. Luks, A subexponential algorithm for trivalent graph isomorphism, 1980.', 'CITATION ONLY')	M. Furst, J. Hopcroft, E. Luks, A subexponential algorithm for trivalent graph isomorphism, 1980.	1	('A subexponential algorithm for trivalent graph isomorphism', 1980)	Merrick Furst and John Hopcroft and Eugene Luks	A subexponential algorithm for trivalent graph isomorphism	http://dx.doi.org/10.1109/sfcs.1980.34	10.1109/sfcs.1980.34	1980		
('Zagreb Indices and Multiplicative Zagreb Indices of Eulerian Graphs', 2017.0)	B. Liu, Z. You, A survey on comparing Zagreb indices, MATCH Commun. Math. Comput. Chem. 65 (2011) 581â€“593.	1	('A survey on comparing Zagreb indices', 2011)	B Liu and Z You	A survey on comparing Zagreb indices	http://dx.doi.org/10.1007/s40840-017-0463-2	10.1007/s40840-017-0463-2	2011		
('K. Xu, M. Liu, K.C. Das, I. Gutman, B. Furtula, A survey on graphs extremal with respect to distance-based topological indices, MATCH Commun. Math. Comput. Chem. 71 (2014) 461â€“508.', 'CITATION ONLY')	K. Xu, M. Liu, K.C. Das, I. Gutman, B. Furtula, A survey on graphs extremal with respect to distance-based topological indices, MATCH Commun. Math. Comput. Chem. 71 (2014) 461â€“508.	1	('A survey on graphs extremal with respect to distance-based topological indices', 2014)	K Xu and M Liu and K C Das and I Gutman and B Furtula	A survey on graphs extremal with respect to distance-based topological indices	http://dx.doi.org/10.1201/b17645-5	10.1201/b17645-5	2014		
('P. Cui, X. Wang, J. Pei, and W. Zhu. A survey on network embedding. arXiv preprint arXiv:1711.08752, 2017.', 'CITATION ONLY')	P. Cui, X. Wang, J. Pei, and W. Zhu. A survey on network embedding. arXiv preprint arXiv:1711.08752, 2017.	1	('A survey on network embedding', 2017)	P Cui and X Wang and J Pei and W Zhu	A survey on network embedding	http://dx.doi.org/10.1063/pt.5.028530	10.1063/pt.5.028530	2017		
('J&W SCIENTIFIC, INC.', 1987.0)	X. Li, Y. Shi, A survey on the RandiÂ´c index, MATCH Commun. Math. Comput. Chem. 59 (2008) 127â€“156.	1	('A survey on the RandiÂ´c index', 2008)	X Li and Y Shi	A survey on the RandiÂ´c index	http://dx.doi.org/10.1021/ac00130a714	10.1021/ac00130a714	2008		
('Breaking abstractions and unstructuring data structures', 'None')	Collberg, C., Thomborson, C., Low, D.: A taxonomy of obfuscating transformations. Technical Report 148, Department of Computer Science, University of Auckland (July 1997)	1	('A taxonomy of obfuscating transformations', 1997)	C. Collberg and C. Thomborson and D. Low	A taxonomy of obfuscating transformations	http://dx.doi.org/10.1109/iccl.1998.674154	10.1109/iccl.1998.674154	1997		
('Zhou, J. (2005). A Three-step General Map Matching Method in the GIS Environment: Travel /Transportation Study Perspective., UCGIS Summer Assembly 2005, USA, http://www.ucgis.org/ summer2005/studentpapers.htm (accessed on 2009-06-07)', 'CITATION ONLY')	Zhou, J. (2005). A Three-step General Map Matching Method in the GIS Environment: Travel /Transportation Study Perspective., UCGIS Summer Assembly 2005, USA, http://www.ucgis.org/ summer2005/studentpapers.htm (accessed on 2009-06-07)	1	('A Three-step General Map Matching Method in the GIS Environment: Travel /Transportation Study Perspective', 2005)	J Zhou	A Three-step General Map Matching Method in the GIS Environment: Travel /Transportation Study Perspective	http://dx.doi.org/10.4135/9781412953962.n223	10.4135/9781412953962.n223	2005		
('Shape Descriptors', 'None')	H. Blum. A Transformation for Extracting New Descriptors of Shape, pages 362-380. MIT Press, 1967.	1	('A Transformation for Extracting New Descriptors of Shape', 1967)	H Blum	A Transformation for Extracting New Descriptors of Shape	http://dx.doi.org/10.1007/springerreference_65765	10.1007/springerreference_65765	1967		
('Support vector machines: a tutorial overview and critical appraisal', 1999.0)	Burges CJC (1998) A tutorial on support vector machines for pattern recognition. Data Min Knowl Disc 2:121â€“167	1	('A tutorial on support vector machines for pattern recognition', 1998)	C J C Burges	A tutorial on support vector machines for pattern recognition	http://dx.doi.org/10.1049/ic:19990359	10.1049/ic:19990359	1998		
('SpectraMetrics', 1982.0)	X. Li J. Zheng, A unified approach to the extremal trees for different indices, MATCH Commun. Math. Comput. Chem. 54 (2005) 195â€“208.	1	('A unified approach to the extremal trees for different indices', 2005)	X Li and J Zheng	A unified approach to the extremal trees for different indices	http://dx.doi.org/10.1021/ac00239a755	10.1021/ac00239a755	2005		
('Non-repudiable authentication and billing architecture for wireless mesh networks', 2011.0)	Guo P, Wang J, Li B, Lee S (2014) A variable threshold-value authentication architecture for wireless mesh networks. J Internet Technol 15(6):929â€“936	1	('A variable threshold-value authentication architecture for wireless mesh networks', 2014)	P Guo and J Wang and B Li and S Lee	A variable threshold-value authentication architecture for wireless mesh networks	http://dx.doi.org/10.1007/s11276-011-0334-y	10.1007/s11276-011-0334-y	2014		
('WordNet and FrameNet as complementary resources for annotation', 2009.0)	Aljoscha Burchardt, Katrin Erk, and Anette Frank. 2005. A WordNet Detour to FrameNet. In Proceedings of the GLDV200 Workshop GermaNet II, Bonn, Germany.	1	('A WordNet Detour to FrameNet', 2005)	Aljoscha Burchardt and Katrin Erk and Anette Frank	A WordNet Detour to FrameNet	http://dx.doi.org/10.3115/1698381.1698402	10.3115/1698381.1698402	2005		
('Dummit D,  Foote R. , Abstract Algebra , 2006Hoboken, NJJohn Wiley and Sons', 'CITATION ONLY')	Dummit D,  Foote R. , Abstract Algebra , 2006Hoboken, NJJohn Wiley and Sons	1	('Abstract Algebra', 2006)	D Dummit and R Foote	Abstract Algebra	http://dx.doi.org/10.1002/tdm_license_1.1	10.1002/tdm_license_1.1	2006		
